,app_id,netloc
0,com.kuto.browser,www.vipleague.tv
1,com.kuto.browser,c2.taboola.com
2,com.kuto.browser,nr-events.taboola.com
3,com.kuto.browser,js.ptengine.cn
4,com.kuto.browser,collect.ptengine.cn
