file_name,permission,status,info
com.msw.pornblocker.apk.json,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
com.msw.pornblocker.apk.json,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.msw.pornblocker.apk.json,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.msw.pornblocker.apk.json,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.msw.pornblocker.apk.json,com.android.vending.BILLING,unknown,Unknown permission
com.msw.pornblocker.apk.json,android.permission.FOREGROUND_SERVICE,normal,
com.msw.pornblocker.apk.json,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,normal,
com.msw.pornblocker.apk.json,android.permission.REQUEST_DELETE_PACKAGES,normal,
com.msw.pornblocker.apk.json,android.permission.SYSTEM_ALERT_WINDOW,dangerous,display system-level alerts
com.msw.pornblocker.apk.json,com.google.android.providers.gsf.permission.READ_GSERVICES,unknown,Unknown permission
com.msw.pornblocker.apk.json,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
to.freedom.android2.apk.json,com.android.vending.BILLING,unknown,Unknown permission
to.freedom.android2.apk.json,android.permission.PACKAGE_USAGE_STATS,signature,update component usage statistics
to.freedom.android2.apk.json,android.permission.INTERACT_ACROSS_USERS_FULL,unknown,Unknown permission
to.freedom.android2.apk.json,android.permission.INTERACT_ACROSS_USERS,unknown,Unknown permission
to.freedom.android2.apk.json,android.permission.BIND_NOTIFICATION_LISTENER_SERVICE,signature,
to.freedom.android2.apk.json,android.permission.INTERNET,normal,full Internet access
to.freedom.android2.apk.json,android.permission.READ_PROFILE,dangerous,read the user's personal profile data
to.freedom.android2.apk.json,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
to.freedom.android2.apk.json,android.permission.FOREGROUND_SERVICE,normal,
to.freedom.android2.apk.json,android.permission.ACCESS_NOTIFICATION_POLICY,normal,
to.freedom.android2.apk.json,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
to.freedom.android2.apk.json,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
to.freedom.android2.apk.json,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,normal,
to.freedom.android2.apk.json,android.permission.SYSTEM_ALERT_WINDOW,dangerous,display system-level alerts
to.freedom.android2.apk.json,android.permission.ACCESS_NETWORK_STATE,normal,view network status
to.freedom.android2.apk.json,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
to.freedom.android2.apk.json,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
to.freedom.android2.apk.json,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.hsv.powerbrowser.apk.json,android.permission.ACCESS_COARSE_LOCATION,dangerous,coarse (network-based) location
com.hsv.powerbrowser.apk.json,android.permission.ACCESS_FINE_LOCATION,dangerous,fine (GPS) location
com.hsv.powerbrowser.apk.json,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.hsv.powerbrowser.apk.json,android.permission.CAMERA,dangerous,take pictures and videos
com.hsv.powerbrowser.apk.json,android.permission.DOWNLOAD_WITHOUT_NOTIFICATION,unknown,Unknown permission
com.hsv.powerbrowser.apk.json,android.permission.FOREGROUND_SERVICE,normal,
com.hsv.powerbrowser.apk.json,android.permission.GET_ACCOUNTS,dangerous,list accounts
com.hsv.powerbrowser.apk.json,android.permission.INTERNET,normal,full Internet access
com.hsv.powerbrowser.apk.json,android.permission.MANAGE_ACCOUNTS,dangerous,manage the accounts list
com.hsv.powerbrowser.apk.json,android.permission.MODIFY_AUDIO_SETTINGS,normal,change your audio settings
com.hsv.powerbrowser.apk.json,android.permission.NFC,normal,control Near-Field Communication
com.hsv.powerbrowser.apk.json,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.hsv.powerbrowser.apk.json,android.permission.READ_SYNC_SETTINGS,normal,read sync settings
com.hsv.powerbrowser.apk.json,android.permission.READ_SYNC_STATS,normal,read sync statistics
com.hsv.powerbrowser.apk.json,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
com.hsv.powerbrowser.apk.json,android.permission.RECORD_AUDIO,dangerous,record audio
com.hsv.powerbrowser.apk.json,android.permission.USE_CREDENTIALS,dangerous,use the authentication credentials of an account
com.hsv.powerbrowser.apk.json,android.permission.VIBRATE,normal,control vibrator
com.hsv.powerbrowser.apk.json,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.hsv.powerbrowser.apk.json,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.hsv.powerbrowser.apk.json,android.permission.WRITE_SYNC_SETTINGS,normal,write sync settings
com.hsv.powerbrowser.apk.json,com.hsv.powerbrowser.permission.C2D_MESSAGE,unknown,Unknown permission
com.hsv.powerbrowser.apk.json,com.hsv.powerbrowser.permission.READ_WRITE_BOOKMARK_FOLDERS,unknown,Unknown permission
com.hsv.powerbrowser.apk.json,com.hsv.powerbrowser.TOS_ACKED,unknown,Unknown permission
com.hsv.powerbrowser.apk.json,com.chrome.permission.DEVICE_EXTRAS,unknown,Unknown permission
com.hsv.powerbrowser.apk.json,com.android.browser.permission.READ_HISTORY_BOOKMARKS,unknown,Unknown permission
com.hsv.powerbrowser.apk.json,com.android.browser.permission.WRITE_HISTORY_BOOKMARKS,unknown,Unknown permission
com.hsv.powerbrowser.apk.json,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.hsv.powerbrowser.apk.json,com.android.launcher.permission.INSTALL_SHORTCUT,unknown,Unknown permission
com.hsv.powerbrowser.apk.json,com.google.android.apps.now.CURRENT_ACCOUNT_ACCESS,unknown,Unknown permission
com.hsv.powerbrowser.apk.json,com.android.vending.BILLING,unknown,Unknown permission
com.hsv.powerbrowser.apk.json,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.hsv.powerbrowser.apk.json,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.vivaldi.browser.apk.json,android.permission.ACCESS_COARSE_LOCATION,dangerous,coarse (network-based) location
com.vivaldi.browser.apk.json,android.permission.ACCESS_FINE_LOCATION,dangerous,fine (GPS) location
com.vivaldi.browser.apk.json,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.vivaldi.browser.apk.json,android.permission.CAMERA,dangerous,take pictures and videos
com.vivaldi.browser.apk.json,android.permission.CHANGE_NETWORK_STATE,normal,change network connectivity
com.vivaldi.browser.apk.json,android.permission.DOWNLOAD_WITHOUT_NOTIFICATION,unknown,Unknown permission
com.vivaldi.browser.apk.json,android.permission.FOREGROUND_SERVICE,normal,
com.vivaldi.browser.apk.json,android.permission.INTERNET,normal,full Internet access
com.vivaldi.browser.apk.json,android.permission.MODIFY_AUDIO_SETTINGS,normal,change your audio settings
com.vivaldi.browser.apk.json,android.permission.NFC,normal,control Near-Field Communication
com.vivaldi.browser.apk.json,android.permission.QUERY_ALL_PACKAGES,normal,
com.vivaldi.browser.apk.json,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.vivaldi.browser.apk.json,android.permission.READ_SYNC_SETTINGS,normal,read sync settings
com.vivaldi.browser.apk.json,android.permission.READ_SYNC_STATS,normal,read sync statistics
com.vivaldi.browser.apk.json,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
com.vivaldi.browser.apk.json,android.permission.RECORD_AUDIO,dangerous,record audio
com.vivaldi.browser.apk.json,android.permission.USE_CREDENTIALS,dangerous,use the authentication credentials of an account
com.vivaldi.browser.apk.json,android.permission.VIBRATE,normal,control vibrator
com.vivaldi.browser.apk.json,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.vivaldi.browser.apk.json,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.vivaldi.browser.apk.json,android.permission.WRITE_SYNC_SETTINGS,normal,write sync settings
com.vivaldi.browser.apk.json,com.vivaldi.browser.permission.C2D_MESSAGE,unknown,Unknown permission
com.vivaldi.browser.apk.json,com.vivaldi.browser.permission.READ_WRITE_BOOKMARK_FOLDERS,unknown,Unknown permission
com.vivaldi.browser.apk.json,com.vivaldi.browser.TOS_ACKED,unknown,Unknown permission
com.vivaldi.browser.apk.json,com.chrome.permission.DEVICE_EXTRAS,unknown,Unknown permission
com.vivaldi.browser.apk.json,com.android.browser.permission.READ_HISTORY_BOOKMARKS,unknown,Unknown permission
com.vivaldi.browser.apk.json,com.android.browser.permission.WRITE_HISTORY_BOOKMARKS,unknown,Unknown permission
com.vivaldi.browser.apk.json,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.vivaldi.browser.apk.json,com.android.launcher.permission.INSTALL_SHORTCUT,unknown,Unknown permission
com.symantec.securewifi.apk.json,android.permission.INTERNET,normal,full Internet access
com.symantec.securewifi.apk.json,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.symantec.securewifi.apk.json,android.permission.CHANGE_WIFI_STATE,normal,change Wi-Fi status
com.symantec.securewifi.apk.json,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.symantec.securewifi.apk.json,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.symantec.securewifi.apk.json,android.permission.SYSTEM_ALERT_WINDOW,dangerous,display system-level alerts
com.symantec.securewifi.apk.json,android.permission.ACCESS_FINE_LOCATION,dangerous,fine (GPS) location
com.symantec.securewifi.apk.json,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.symantec.securewifi.apk.json,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.symantec.securewifi.apk.json,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.symantec.securewifi.apk.json,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.symantec.securewifi.apk.json,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.symantec.securewifi.apk.json,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.symantec.securewifi.apk.json,com.android.vending.BILLING,unknown,Unknown permission
com.symantec.securewifi.apk.json,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
com.symantec.securewifi.apk.json,android.permission.FOREGROUND_SERVICE,normal,
com.m24apps.appblocker.apk.json,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.m24apps.appblocker.apk.json,android.permission.FOREGROUND_SERVICE,normal,
com.m24apps.appblocker.apk.json,android.permission.SYSTEM_ALERT_WINDOW,dangerous,display system-level alerts
com.m24apps.appblocker.apk.json,android.permission.INTERNET,normal,full Internet access
com.m24apps.appblocker.apk.json,android.permission.CAMERA,dangerous,take pictures and videos
com.m24apps.appblocker.apk.json,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.m24apps.appblocker.apk.json,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.m24apps.appblocker.apk.json,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.m24apps.appblocker.apk.json,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.m24apps.appblocker.apk.json,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.m24apps.appblocker.apk.json,android.permission.BLUETOOTH_ADMIN,normal,bluetooth administration
com.m24apps.appblocker.apk.json,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
com.m24apps.appblocker.apk.json,android.permission.BLUETOOTH,normal,create Bluetooth connections
com.m24apps.appblocker.apk.json,android.permission.WRITE_INTERNAL_STORAGE,unknown,Unknown permission
com.m24apps.appblocker.apk.json,android.permission.ACCESS_COARSE_LOCATION,dangerous,coarse (network-based) location
com.m24apps.appblocker.apk.json,android.permission.GET_TASKS,dangerous,retrieve running applications
com.m24apps.appblocker.apk.json,android.permission.REORDER_TASKS,normal,reorder applications running
com.m24apps.appblocker.apk.json,android.permission.VIBRATE,normal,control vibrator
com.m24apps.appblocker.apk.json,android.permission.PACKAGE_USAGE_STATS,signature,update component usage statistics
com.m24apps.appblocker.apk.json,com.android.vending.BILLING,unknown,Unknown permission
com.m24apps.appblocker.apk.json,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.m24apps.appblocker.apk.json,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.ume.browser.international.apk.json,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.ume.browser.international.apk.json,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.ume.browser.international.apk.json,android.permission.INTERNET,normal,full Internet access
com.ume.browser.international.apk.json,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.ume.browser.international.apk.json,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.ume.browser.international.apk.json,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.ume.browser.international.apk.json,android.permission.ACCESS_COARSE_LOCATION,dangerous,coarse (network-based) location
com.ume.browser.international.apk.json,android.permission.ACCESS_FINE_LOCATION,dangerous,fine (GPS) location
com.ume.browser.international.apk.json,com.android.launcher.permission.INSTALL_SHORTCUT,unknown,Unknown permission
com.ume.browser.international.apk.json,android.permission.REQUEST_INSTALL_PACKAGES,dangerous,Allows an application to request installing packages.
com.ume.browser.international.apk.json,android.permission.CAMERA,dangerous,take pictures and videos
com.ume.browser.international.apk.json,android.permission.FOREGROUND_SERVICE,normal,
com.ume.browser.international.apk.json,com.android.vending.BILLING,unknown,Unknown permission
com.ume.browser.international.apk.json,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.ume.browser.international.apk.json,com.zte.mifavor.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.zte.mifavor.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.miui.mihome2.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.miui.mihome2.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.miui.home.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.miui.home.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.android.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.android.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.android.launcher2.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.android.launcher2.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.android.launcher3.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.android.launcher3.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,org.adw.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,org.adw.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.htc.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.htc.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.qihoo360.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.qihoo360.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.lge.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.lge.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,net.qihoo.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,net.qihoo.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,org.adwfreak.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,org.adwfreak.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,org.adw.launcher_donut.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,org.adw.launcher_donut.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.huawei.launcher3.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.huawei.launcher3.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.fede.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.fede.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.sec.android.app.twlauncher.settings.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.sec.android.app.twlauncher.settings.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.anddoes.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.anddoes.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.tencent.qqlauncher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.tencent.qqlauncher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.huawei.launcher2.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.huawei.launcher2.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.android.mylauncher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.android.mylauncher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.ebproductions.android.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.ebproductions.android.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.oppo.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.oppo.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.huawei.android.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,com.huawei.android.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,telecom.mdesk.permission.READ_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,telecom.mdesk.permission.WRITE_SETTINGS,unknown,Unknown permission
com.ume.browser.international.apk.json,dianxin.permission.ACCESS_LAUNCHER_DATA,unknown,Unknown permission
com.ume.browser.international.apk.json,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.ume.browser.international.apk.json,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.ume.browser.international.apk.json,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
com.ume.browser.international.apk.json,android.permission.SYSTEM_ALERT_WINDOW,dangerous,display system-level alerts
com.ume.browser.international.apk.json,android.permission.VIBRATE,normal,control vibrator
com.transsion.phoenix.apk.json,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.transsion.phoenix.apk.json,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.transsion.phoenix.apk.json,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.transsion.phoenix.apk.json,android.permission.INTERNET,normal,full Internet access
com.transsion.phoenix.apk.json,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.transsion.phoenix.apk.json,android.permission.EXPAND_STATUS_BAR,normal,expand/collapse status bar
com.transsion.phoenix.apk.json,android.permission.REQUEST_INSTALL_PACKAGES,dangerous,Allows an application to request installing packages.
com.transsion.phoenix.apk.json,android.permission.READ_CALENDAR,dangerous,read calendar events
com.transsion.phoenix.apk.json,android.permission.WRITE_CALENDAR,dangerous,add or modify calendar events and send emails to guests
com.transsion.phoenix.apk.json,android.permission.CALL_PHONE,dangerous,directly call phone numbers
com.transsion.phoenix.apk.json,android.permission.ACCESS_COARSE_LOCATION,dangerous,coarse (network-based) location
com.transsion.phoenix.apk.json,android.permission.ACCESS_FINE_LOCATION,dangerous,fine (GPS) location
com.transsion.phoenix.apk.json,com.android.alarm.permission.SET_ALARM,unknown,Unknown permission
com.transsion.phoenix.apk.json,android.permission.CHANGE_WIFI_STATE,normal,change Wi-Fi status
com.transsion.phoenix.apk.json,android.permission.CHANGE_NETWORK_STATE,normal,change network connectivity
com.transsion.phoenix.apk.json,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
com.transsion.phoenix.apk.json,android.permission.VIBRATE,normal,control vibrator
com.transsion.phoenix.apk.json,android.permission.SYSTEM_ALERT_WINDOW,dangerous,display system-level alerts
com.transsion.phoenix.apk.json,android.permission.SET_WALLPAPER,normal,set wallpaper
com.transsion.phoenix.apk.json,android.permission.SET_WALLPAPER_HINTS,normal,set wallpaper size hints
com.transsion.phoenix.apk.json,android.permission.MODIFY_AUDIO_SETTINGS,normal,change your audio settings
com.transsion.phoenix.apk.json,com.android.launcher.permission.UNINSTALL_SHORTCUT,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.android.launcher.permission.INSTALL_SHORTCUT,unknown,Unknown permission
com.transsion.phoenix.apk.json,android.permission.WRITE_SETTINGS,dangerous,modify global system settings
com.transsion.phoenix.apk.json,com.android.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.android.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.google.android.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.google.android.launcher.permission.WRITE_SETTINGS,dangerous,modify global system settings
com.transsion.phoenix.apk.json,com.android.launcher3.permission.READ_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.android.launcher3.permission.WRITE_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.google.android.apps.nexuslauncher.permission.READ_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.google.android.apps.nexuslauncher.permission.WRITE_SETTINGS,dangerous,modify global system settings
com.transsion.phoenix.apk.json,com.teslacoilsw.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.teslacoilsw.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.tencent.tmsecurelite.permission.ACCESS_SERVICE,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.android.ContactWidget.permission.READ_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.android.ContactWidget.permission.WRITE_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,android.permission.READ_SYNC_STATS,normal,read sync statistics
com.transsion.phoenix.apk.json,android.permission.WRITE_SYNC_SETTINGS,normal,write sync settings
com.transsion.phoenix.apk.json,android.permission.READ_SYNC_SETTINGS,normal,read sync settings
com.transsion.phoenix.apk.json,android.permission.AUTHENTICATE_ACCOUNTS,dangerous,act as an account authenticator
com.transsion.phoenix.apk.json,android.permission.GET_ACCOUNTS,dangerous,list accounts
com.transsion.phoenix.apk.json,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.transsion.phoenix.apk.json,android.permission.FOREGROUND_SERVICE,normal,
com.transsion.phoenix.apk.json,com.transsion.phoenix.permission.C2D_MESSAGE,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.android.vending.BILLING,unknown,Unknown permission
com.transsion.phoenix.apk.json,android.permission.CAMERA,dangerous,take pictures and videos
com.transsion.phoenix.apk.json,android.permission.DISABLE_KEYGUARD,normal,
com.transsion.phoenix.apk.json,com.transsion.itel.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.transsion.XOSLauncher.permission.READ_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.transsion.hilauncher.permission.READ_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.android.launcher2.permission.READ_SETTINGS,unknown,Unknown permission
com.transsion.phoenix.apk.json,com.huawei.android.launcher.permission.CHANGE_BADGE ,unknown,Unknown permission
com.transsion.phoenix.apk.json,android.permission.REORDER_TASKS,normal,reorder applications running
com.transsion.phoenix.apk.json,android.permission.KILL_BACKGROUND_PROCESSES,normal,kill background processes
com.transsion.phoenix.apk.json,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.transsion.phoenix.apk.json,android.permission.BLUETOOTH,normal,create Bluetooth connections
com.transsion.phoenix.apk.json,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.transsion.phoenix.apk.json,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.adblock.App.apk.json,com.samsung.android.sbrowser.permission.CONTENTBLOCKER,unknown,Unknown permission
com.adblock.App.apk.json,android.permission.INTERNET,normal,full Internet access
com.adblock.App.apk.json,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.adblock.App.apk.json,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
